neighbourhood_id,neighbourhood_name,name,type,cuisine,latitude,longitude,osm_id,osm_type
alta-vista,Alta Vista,DANA'S INDIAN CUISINE,,,45.3788366,-75.6673929,,
alta-vista,Alta Vista,HOMETOWN SPORTS GRILL,,,45.3811559,-75.6680609,,
alta-vista,Alta Vista,NAN'S PLACE,,,45.3970665,-75.6684086,,
alta-vista,Alta Vista,PIZZERIA DI BRAVI RAGAZZI,,,45.379714,-75.667755,,
alta-vista,Alta Vista,SALA THAI,,,45.3735154,-75.6634584,,
alta-vista,Alta Vista,SWEET BASIL RESTAURANT,,,45.379033,-75.66734,,
alta-vista,Alta Vista,BOHO LATTE,,,45.379714,-75.667755,,
alta-vista,Alta Vista,OTTAWA ROASTERY,,,45.3848058,-75.6712263,,
alta-vista,Alta Vista,POPULARITEA,,,45.3733492,-75.6642362,,
alta-vista,Alta Vista,SECOND CUP,,,45.3993275,-75.6481359,,
alta-vista,Alta Vista,THE RAINBOW CAFE,,,45.3989901,-75.6530926,,
alta-vista,Alta Vista,GABRIEL PIZZA,,,45.3735409,-75.6633491,,
alta-vista,Alta Vista,KFC,,,45.3735022,-75.6636809,,
alta-vista,Alta Vista,MANGO'S SHAWARMA,,,45.3734699,-75.66397,,
alta-vista,Alta Vista,MARY BROWN'S CHICKEN,,,45.3748968,-75.665352,,
alta-vista,Alta Vista,MOUL HANOUT,,,45.3794058,-75.6674463,,
alta-vista,Alta Vista,MR. KABAB,,,45.3799076,-75.6674156,,
alta-vista,Alta Vista,PIZZA PIZZA,,,45.3746121,-75.6650841,,
alta-vista,Alta Vista,ROYALTY PIZZA,,,45.3850045,-75.6712273,,
alta-vista,Alta Vista,SAFFRON KABAB RESTAURANT,,,45.3742139,-75.6646335,,
alta-vista,Alta Vista,SUBWAY,,,45.3734097,-75.6638257,,
alta-vista,Alta Vista,THE BURGER'S PRIEST,,,45.3761518,-75.6658746,,
alta-vista,Alta Vista,TIM HORTONS,,,45.3962637,-75.6688755,,
alta-vista,Alta Vista,TIM HORTONS,,,45.3781675,-75.6667993,,
alta-vista,Alta Vista,YEMEN GATE,,,45.3798846,-75.6675208,,
bayshore,Bayshore,AKAI' BOWL,,,45.347237,-75.8068316,,
bayshore,Bayshore,BOYS & GIRLS OF OTTAWA KITCHEN,,,45.3511894,-75.7945152,,
bayshore,Bayshore,JIMMY THE GREEK,,,45.3469493,-75.8065581,,
bayshore,Bayshore,MANCHU WOK,,,45.3469493,-75.8065581,,
bayshore,Bayshore,MEZBAAN RESTAURANT,,,45.3541125,-75.8060834,,
bayshore,Bayshore,OSMOWS RESTAURANT,,,45.347237,-75.8068316,,
bayshore,Bayshore,TERIYAKI EXPERIENCE,,,45.3469493,-75.8065581,,
bayshore,Bayshore,THE PH KITCHEN,,,45.3565772,-75.8008983,,
bayshore,Bayshore,VIET THAI RESTAURANT,,,45.3505177,-75.7905011,,
bayshore,Bayshore,REAL FRUIT BUBBLE TEA,,,45.3469493,-75.8065581,,
bayshore,Bayshore,SECOND CUP,,,45.3469493,-75.8065581,,
bayshore,Bayshore,STARBUCKS,,,45.3469493,-75.8065581,,
bayshore,Bayshore,A&W,,,45.3469493,-75.8065581,,
bayshore,Bayshore,BARBURRITO,,,45.3469493,-75.8065581,,
bayshore,Bayshore,BARNEYS PIZZA,,,45.350566,-75.793653,,
bayshore,Bayshore,BOOSTER JUICE,,,45.347237,-75.8068316,,
bayshore,Bayshore,CULTURES - JUGO JUICE,,,45.3469493,-75.8065581,,
bayshore,Bayshore,DAL MORO'S FRESH PASTA TO GO,,,45.347237,-75.8068316,,
bayshore,Bayshore,GRAB N' EAT GROCERS,,,45.356656,-75.8006783,,
bayshore,Bayshore,JUGO JUICE,,,45.3469493,-75.8065581,,
bayshore,Bayshore,KERNELS POPCORN,,,45.3469493,-75.8065581,,
bayshore,Bayshore,KFC - TACO BELL,,,45.3469493,-75.8065581,,
bayshore,Bayshore,MARY BROWN'S,,,45.3541125,-75.8060834,,
bayshore,Bayshore,NEW YORK FRIES,,,45.3469493,-75.8065581,,
bayshore,Bayshore,SALANG KABOB HOUSE,,,45.3561133,-75.801762,,
bayshore,Bayshore,SUBWAY,,,45.3469493,-75.8065581,,
bayshore,Bayshore,SUPER CRUNCH TANGHULU,,,45.347237,-75.8068316,,
bayshore,Bayshore,THAI EXPRESS,,,45.3471994,-75.8067581,,
bayshore,Bayshore,TIM HORTONS,,,45.3556304,-75.8036819,,
bayshore,Bayshore,TIM HORTONS,,,45.3469493,-75.8065581,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,CHAHAYA MALAYSIA RESTAURANT,,,45.4460373,-75.6126109,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,GOLDEN CRUST PIZZERIA,,,45.4456921,-75.6101624,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,NOM NOM KITCHEN,,,45.4489119,-75.5894417,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,RESTAURANT CREOLE SENSATIONS INC.,,,45.4458152,-75.5943304,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,TASTE OF KONGO,,,45.4458268,-75.6108064,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,CROWN CAFE,,,45.4345852,-75.6055977,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,QUICK BREAK CAFE,,,45.4456921,-75.6101624,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,BARBURRITO,,,45.4369307,-75.6037275,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,BENTO NOUVEAU COMPANY,,,45.4421439,-75.5973599,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,BOOSTER JUICE,,,45.4369307,-75.6037275,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,CANADIAN FRYER,,,45.435066,-75.606445,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,FIREHOUSE SUBS,,,45.436938,-75.603683,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,LITTLE CAESARS,,,45.4493518,-75.5875864,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,MCDONALD'S,,,45.4491457,-75.5891265,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,MR SHAWARMA,,,45.4368389,-75.6040595,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,PHO-V,,,45.4454469,-75.5941558,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,PITA PIT,,,45.4368389,-75.6040595,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,PIZZA PIZZA,,,45.4454844,-75.5953949,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,POPEYE'S LOUISIANA KITCHEN,,,45.44663,-75.5946646,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,RED SWAN PIZZA,,,45.44705,-75.5937007,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,ROYAL GREEK AND SHAWARMA,,,45.449526,-75.586893,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,SHAWARMA 961,,,45.4457396,-75.5943279,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,SUBWAY,,,45.449526,-75.586893,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,THAI EXPRESS,,,45.4369307,-75.6037275,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,TIM HORTONS,,,45.4484577,-75.5904317,,
beacon-hill-south-cardinal-heights,Beacon Hill South - Cardinal Heights,UMBRELLA BURGER,,,45.4459739,-75.5942711,,
beaverbrook,Beaverbrook,JADE YI'S KITCHEN,,,45.3305409,-75.900192,,
beaverbrook,Beaverbrook,OAK FOODS INC,,,45.320946,-75.8896096,,
beaverbrook,Beaverbrook,AROMATIC BEANS INC,,,45.3305114,-75.9002381,,
beaverbrook,Beaverbrook,SOUP'ER SANDWICH,,,45.3286465,-75.9004042,,
bells-corners-east,Bells Corners East,CYRANOS,,,45.3239352,-75.8299647,,
bells-corners-east,Bells Corners East,DESI TADKA,,,45.3238551,-75.8271577,,
bells-corners-east,Bells Corners East,DISTINGUISHED INDIAN CUISINE,,,45.3298489,-75.8194773,,
bells-corners-east,Bells Corners East,EAST INDIA COMPANY,,,45.3250472,-75.826571,,
bells-corners-east,Bells Corners East,EAST INDIA COMPANY,,,45.3250472,-75.826571,,
bells-corners-east,Bells Corners East,MAMA MAI VIETNAMESE KITCHEN,,,45.3284708,-75.8205691,,
bells-corners-east,Bells Corners East,MARIA'S FOOD HOUSE,,,45.3260845,-75.8217529,,
bells-corners-east,Bells Corners East,MOBILE BITES,,,45.3295605,-75.8137611,,
bells-corners-east,Bells Corners East,SACHI'S CAF BISTRO,,,45.32767,-75.82617,,
bells-corners-east,Bells Corners East,SCOTTY'S CORNER DINER,,,45.3236011,-75.8270094,,
bells-corners-east,Bells Corners East,THAI FLAME RESTAURANT,,,45.3260845,-75.8217529,,
bells-corners-east,Bells Corners East,THE PREP KITCHEN,,,45.3295605,-75.8137611,,
bells-corners-east,Bells Corners East,THE TREAT BOMBS (INCUBATOR KITCHEN),,,45.3295605,-75.8137611,,
bells-corners-east,Bells Corners East,WELCOME BACK RESTAURANT,,,45.3220434,-75.8320653,,
bells-corners-east,Bells Corners East,STARBUCKS,,,45.3282713,-75.8194738,,
bells-corners-east,Bells Corners East,BINH-GO FRIES,,,45.3232075,-75.8292044,,
bells-corners-east,Bells Corners East,EAST SIDE MARIO'S,,,45.3284755,-75.8205447,,
bells-corners-east,Bells Corners East,EDO JAPAN,,,45.3282713,-75.8194738,,
bells-corners-east,Bells Corners East,HARVEY'S,,,45.325545,-75.8238481,,
bells-corners-east,Bells Corners East,I COOK PHO YOU,,,45.3238551,-75.8271577,,
bells-corners-east,Bells Corners East,KFC,,,45.3246853,-75.8278522,,
bells-corners-east,Bells Corners East,MEXIGO CABANA,,,45.325734,-75.8233064,,
bells-corners-east,Bells Corners East,MUCHO BURRITO,,,45.3284755,-75.8205447,,
bells-corners-east,Bells Corners East,PIZZA HUT,,,45.3282718,-75.8193513,,
bells-corners-east,Bells Corners East,PIZZA PIZZA,,,45.3271707,-75.8181244,,
bells-corners-east,Bells Corners East,PRIMA PIZZA,,,45.3295166,-75.8138026,,
bells-corners-east,Bells Corners East,QUIZNOS,,,45.3282718,-75.8193513,,
bells-corners-east,Bells Corners East,SHAWARMA SHISH,,,45.3282718,-75.8193513,,
bells-corners-east,Bells Corners East,SUBWAY,,,45.3220434,-75.8320653,,
bells-corners-east,Bells Corners East,T & T FRIES (31 NORTHSIDE),,,45.3294952,-75.8158842,,
bells-corners-east,Bells Corners East,TATKA,,,45.3260845,-75.8217529,,
bells-corners-east,Bells Corners East,TIM HORTONS,,,45.3256468,-75.8245684,,
bells-corners-east,Bells Corners East,TIM HORTONS,,,45.3274752,-75.821202,,
bells-corners-west,Bells Corners West,ATHEN'S GRILL,,,45.3197692,-75.8364153,,
bells-corners-west,Bells Corners West,BATHINDA BITES LTD,,,45.3194282,-75.8366715,,
bells-corners-west,Bells Corners West,DUKE FINE FOODS,,,45.3213227,-75.8334196,,
bells-corners-west,Bells Corners West,DUNA EUROPEAN BISTRO,,,45.3204896,-75.8346134,,
bells-corners-west,Bells Corners West,MONGOLIAN VILLAGE GRILL,,,45.3197692,-75.8364153,,
bells-corners-west,Bells Corners West,PERSIS GRILL,,,45.3224739,-75.834256,,
bells-corners-west,Bells Corners West,SUKHOTHAI RESTAURANT,,,45.3208828,-75.8354261,,
bells-corners-west,Bells Corners West,THE REAL MCCOY,,,45.3218168,-75.8362395,,
bells-corners-west,Bells Corners West,ZOLAS RESTAURANT,,,45.3187572,-75.8401723,,
bells-corners-west,Bells Corners West,FAT SISTERS FALAFELS,,,45.3187662,-75.8427034,,
bells-corners-west,Bells Corners West,GABRIEL PIZZA,,,45.3197692,-75.8364153,,
bells-corners-west,Bells Corners West,MCDONALD'S,,,45.3212339,-75.8342876,,
bells-corners-west,Bells Corners West,NAASTHA EXPRESS,,,45.3187662,-75.8427034,,
bells-corners-west,Bells Corners West,QUESADA BURRITOS & TACOS,,,45.3199804,-75.8374131,,
bells-corners-west,Bells Corners West,TIM HORTONS,,,45.3209994,-75.8367269,,
billings-bridge-heron-park,Billings Bridge - Heron Park,AH-SO SUSHI,,,45.3808332,-75.6694123,,
billings-bridge-heron-park,Billings Bridge - Heron Park,AL HALABI RESTAURANT,,,45.3769772,-75.6670575,,
billings-bridge-heron-park,Billings Bridge - Heron Park,AL-HUDA RESTAURANT,,,45.3756315,-75.6675196,,
billings-bridge-heron-park,Billings Bridge - Heron Park,BEIJING LEGEND RESTAURANT,,,45.3720118,-75.6648764,,
billings-bridge-heron-park,Billings Bridge - Heron Park,KUMPIR HOUSE,,,45.3763586,-75.6668962,,
billings-bridge-heron-park,Billings Bridge - Heron Park,KUMPIR HOUSE,,,45.3763586,-75.6668962,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MANCHU WOK,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MAVERICK'S ALTA VISTA INC.,,,45.381432,-75.6695281,,
billings-bridge-heron-park,Billings Bridge - Heron Park,NATURAL FOOD PANTRY,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,OCHO RIOS CARIBBEAN EATERY,,,45.3720118,-75.6648764,,
billings-bridge-heron-park,Billings Bridge - Heron Park,SAVANNAH AFRO-CARIBBEAN,,,45.370372,-75.6646426,,
billings-bridge-heron-park,Billings Bridge - Heron Park,ALLO MON COCO,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,BILLINGS ESTATE TEA-ON-THE-LAWN,,,45.3898461,-75.6722203,,
billings-bridge-heron-park,Billings Bridge - Heron Park,CAFE BAB EL-HARA,,,45.3715068,-75.6642621,,
billings-bridge-heron-park,Billings Bridge - Heron Park,ET CAFE,,,45.3879828,-75.6750515,,
billings-bridge-heron-park,Billings Bridge - Heron Park,LA VITA CAFE,,,45.3764409,-75.6669546,,
billings-bridge-heron-park,Billings Bridge - Heron Park,REAL FRUIT BUBBLE TEA,,,45.3808332,-75.6694123,,
billings-bridge-heron-park,Billings Bridge - Heron Park,REAL FRUIT BUBBLE TEA,,,45.3856281,-75.6774777,,
billings-bridge-heron-park,Billings Bridge - Heron Park,SECOND CUP,,,45.3821756,-75.6709461,,
billings-bridge-heron-park,Billings Bridge - Heron Park,BOOSTER JUICE,,,45.3857215,-75.6783285,,
billings-bridge-heron-park,Billings Bridge - Heron Park,BOOSTER JUICE,,,45.3859586,-75.6795206,,
billings-bridge-heron-park,Billings Bridge - Heron Park,CARLETON FRIES,,,45.3777016,-75.6685751,,
billings-bridge-heron-park,Billings Bridge - Heron Park,COLONNADE PIZZA,,,45.3810766,-75.6690952,,
billings-bridge-heron-park,Billings Bridge - Heron Park,DOMINO'S PIZZA,,,45.3719445,-75.6653421,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MADE IN JAPAN,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MCDONALD'S,,,45.3857215,-75.6783285,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MCDONALD'S,,,45.3853303,-75.6793085,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MUSTACHE BURGER,,,45.382173,-75.6833748,,
billings-bridge-heron-park,Billings Bridge - Heron Park,MUSTACHE BURGER #3,,,45.382173,-75.6833748,,
billings-bridge-heron-park,Billings Bridge - Heron Park,NEW YORK FRIES,,,45.3859696,-75.6764828,,
billings-bridge-heron-park,Billings Bridge - Heron Park,O'TOWN PIZZA / NAGINA FOODS,,,45.376623,-75.669582,,
billings-bridge-heron-park,Billings Bridge - Heron Park,PIZZA PIZZA,,,45.382173,-75.6833748,,
billings-bridge-heron-park,Billings Bridge - Heron Park,RAMBUTAN JUICE & PANINI,,,45.3763586,-75.6668962,,
billings-bridge-heron-park,Billings Bridge - Heron Park,RIGGINS FAMILY BBQ,,,45.3817513,-75.6843515,,
billings-bridge-heron-park,Billings Bridge - Heron Park,RIGGINS FAMILY BBQ,,,45.3817513,-75.6843515,,
billings-bridge-heron-park,Billings Bridge - Heron Park,SEOUL DOG,,,45.382173,-75.6833748,,
billings-bridge-heron-park,Billings Bridge - Heron Park,SHAWARMA ANDALOS,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,TEN SUSHI JAPANESE BUFFET,,,45.381727,-75.6704399,,
billings-bridge-heron-park,Billings Bridge - Heron Park,THAI EXPRESS,,,45.3855413,-75.6774625,,
billings-bridge-heron-park,Billings Bridge - Heron Park,TIM HORTONS,,,45.3777288,-75.6675807,,
billings-bridge-heron-park,Billings Bridge - Heron Park,TIM HORTONS,,,45.3857433,-75.6774491,,
blackburn-hamlet,Blackburn Hamlet,IMILIO'S PIZZERIA,,,45.4318707,-75.5654601,,
blackburn-hamlet,Blackburn Hamlet,JUMBO RESTAURANT,,,45.4324302,-75.562144,,
blackburn-hamlet,Blackburn Hamlet,PORTUGALOS RESTAURANT,,,45.4318755,-75.5654839,,
blackburn-hamlet,Blackburn Hamlet,SUSHI 29,,,45.4314383,-75.5630346,,
blackburn-hamlet,Blackburn Hamlet,OLITOS CAFE,,,45.4318703,-75.565467,,
blackburn-hamlet,Blackburn Hamlet,CHOWDOWN KANATA,,,45.4296742,-75.5634649,,
blackburn-hamlet,Blackburn Hamlet,HALIBUT HOUSE FISH AND CHIPS,,,45.4319202,-75.5628632,,
blackburn-hamlet,Blackburn Hamlet,SUBWAY,,,45.4317186,-75.5635089,,
blackburn-hamlet,Blackburn Hamlet,TIM HORTONS,,,45.4317186,-75.5635089,,
blossom-park-timbermill,Blossom Park - Timbermill,7AM BREAKFAST AND LUNCH,,,45.3469423,-75.6249438,,
blossom-park-timbermill,Blossom Park - Timbermill,DETOLA'S KITCHEN,,,45.3535839,-75.6413452,,
blossom-park-timbermill,Blossom Park - Timbermill,KALLISTO GREEK RESTAURANT,,,45.3459818,-75.6267278,,
blossom-park-timbermill,Blossom Park - Timbermill,STACKED,,,45.3528797,-75.6349786,,
blossom-park-timbermill,Blossom Park - Timbermill,A&W,,,45.3469423,-75.6249438,,
blossom-park-timbermill,Blossom Park - Timbermill,ALL OUT BURGER,,,45.3535786,-75.6410661,,
blossom-park-timbermill,Blossom Park - Timbermill,DOMINO'S PIZZA,,,45.3472663,-75.6249152,,
blossom-park-timbermill,Blossom Park - Timbermill,FAT BASTARD BURRITO,,,45.3469423,-75.6249438,,
blossom-park-timbermill,Blossom Park - Timbermill,KFC,,,45.3485458,-75.6257421,,
blossom-park-timbermill,Blossom Park - Timbermill,POPEYE'S LOUISIANA KITCHEN,,,45.3472663,-75.6249152,,
blossom-park-timbermill,Blossom Park - Timbermill,ROSABELLA PIZZA,,,45.3489231,-75.6265837,,
blossom-park-timbermill,Blossom Park - Timbermill,TIM HORTONS,,,45.3475478,-75.624279,,
blossom-park-timbermill,Blossom Park - Timbermill,TIM HORTONS,,,45.3640885,-75.6201797,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,168 SUSHI,,,45.3502756,-75.7312492,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,LES GRILLADES,,,45.3465137,-75.7025759,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,THE HAPPY GREEK,,,45.3502756,-75.7312492,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,SACHI'S CAFE BISTRO GROUP,,,45.3505801,-75.7163829,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,SIMPLY BISCOTTI,,,45.346519,-75.70344,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,BURRITO GRINGO,,,45.3449063,-75.7295195,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,CHESS PIZZA,,,45.3489862,-75.7149353,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,MCDONALD'S,,,45.3481948,-75.7314575,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,MONTANA'S COOKHOUSE,,,45.3457908,-75.730023,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,POPEYE'S SUPPLEMENTS,,,45.3463365,-75.7302189,,
borden-farm-fisher-glen,Borden Farm - Fisher Glen,SHAWARMA PRINCE,,,45.3490304,-75.7319076,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,ATHIVE,,,45.3715547,-75.7499831,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,SUMMERHAYS GRILL,,,45.3522334,-75.7618616,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,BURGER KING,,,45.3627053,-75.7410066,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,ROYAL PAAN,,,45.3528427,-75.7607447,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,THE SNACK FUSION,,,45.3535722,-75.7588235,,
braemar-park-bel-air-heights-copeland-park,Braemar Park - Bel Air Heights - Copeland Park,YORGO'S GREEK FOOD AND PIZZA,,,45.3627084,-75.7409954,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,DRAGON FORTUNE DELIGHT,,,45.2923085,-75.8578066,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,LE MANGE,,,45.2872878,-75.8465606,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,TING'S KITCHEN,,,45.2874239,-75.8667973,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,BIG BONE BBQ & WICKED WINGS,,,45.2874239,-75.8667973,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,GABRIEL PIZZA,,,45.2923085,-75.8578066,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,MCDONALD'S,,,45.2811801,-75.8379991,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,PITA PIT,,,45.2826353,-75.8651675,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,SUBWAY,,,45.2826353,-75.8651675,,
bridlewood-emerald-meadows,Bridlewood - Emerald Meadows,THE WORKS GOURMET BURGER BISTRO,,,45.2919329,-75.8571984,,
britannia,Britannia,AFRO-CARIBBEAN OB&O RESTAURANT,,,45.3546544,-75.8074087,,
britannia,Britannia,BIAGIO'S ITALIAN KITCHEN,,,45.3645993,-75.788374,,
britannia,Britannia,DO GOOD FOODS,,,45.355729,-75.8050639,,
britannia,Britannia,KAHAANI-MODERN INDIAN EATERY,,,45.3546544,-75.8074087,,
britannia,Britannia,LAKESIDE CENTRE KITCHEN,,,45.362799,-75.797766,,
britannia,Britannia,LORENZO'S RESTAURANT,,,45.3553327,-75.805277,,
britannia,Britannia,NATURAL FOOD PANTRY,,,45.3629991,-75.7911741,,
britannia,Britannia,SHEIKH ALMANDI,,,45.3543897,-75.8071823,,
britannia,Britannia,TAJ INDIAN CUISINE,,,45.3552951,-75.8053613,,
britannia,Britannia,TOBY AUTHENTIC AFRO-CARIBBEAN FOODS,,,45.3681702,-75.7858283,,
britannia,Britannia,LITTLE INDIA CAFE,,,45.3547366,-75.8069447,,
britannia,Britannia,AFRICAN BBQ HOUSE CARLING,,,45.359176,-75.7959921,,
britannia,Britannia,BENTO,,,45.364982,-75.7857631,,
britannia,Britannia,BIAGIO'S WOOD-FIRED PIZZA TRAILER,,,45.3645993,-75.788374,,
britannia,Britannia,CHILICRAFT PIZZA,,,45.3546974,-75.8069196,,
britannia,Britannia,CORA'S BREAKFAST & LUNCH,,,45.3668867,-75.7875155,,
britannia,Britannia,DOMINO'S PIZZA,,,45.3543897,-75.8071823,,
britannia,Britannia,GABRIEL PIZZA,,,45.3668867,-75.7875155,,
britannia,Britannia,GABRIEL PIZZA,,,45.3667767,-75.7876442,,
britannia,Britannia,MCDONALD'S,,,45.3623151,-75.789406,,
britannia,Britannia,PIZZA PIZZA,,,45.3667644,-75.7864018,,
britannia,Britannia,SAFFRON KABAB RESTAURANT,,,45.3564905,-75.802632,,
britannia,Britannia,SHAWARMA GARLIC & ONION,,,45.3633001,-75.7905325,,
britannia,Britannia,SHAWARMA PALACE,,,45.3562803,-75.8032187,,
britannia,Britannia,THAI EXPRESS,,,45.3633001,-75.7905325,,
britannia,Britannia,THAI EXPRESS,,,45.3541765,-75.8079366,,
britannia,Britannia,THE ORIGINAL BAJA BURGER SHACK,,,45.362799,-75.797766,,
britannia,Britannia,WENDY'S,,,45.3637485,-75.7868293,,
britannia,Britannia,WILLY'S PIZZA,,,45.3680873,-75.785805,,
britannia,Britannia,WILLY'S PIZZA,,,45.3681791,-75.7857648,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,AFRICAN SNACKS,,,45.3392192,-75.901988,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,GOGIYA SUSHI 'N' POKE KANATA,,,45.3501092,-75.9243828,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,HARBIN RESTAURANT,,,45.3473338,-75.9240293,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,HARVEST COMMERCIAL KITCHEN,,,45.3391571,-75.9021038,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,HOCKEY SUSHI,,,45.3387049,-75.9075134,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,INDIAN CLAY OVEN,,,45.3387049,-75.9075134,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,KANATA NOODLE HOUSE,,,45.3384699,-75.9066312,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,LORENZO'S PIZZERIA,,,45.3389332,-75.9105644,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,MAMA BEA'S KITCHEN,,,45.3392303,-75.9020217,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,MARKIE'S MONTREAL SMOKED MEAT,,,45.3539349,-75.9319328,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,NIPPON SUSHI,,,45.3379,-75.90787,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,PHU-YEN RESTAURANT,,,45.350232,-75.9245646,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,SABAI THAI CUISINE,,,45.3387049,-75.9075134,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,SHIRIN FOODS LIMITED,,,45.350232,-75.9245646,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,VIAMARZO KITCHEN AND WINE,,,45.3571969,-75.9350179,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,ALLO MON COCO_KANATA,,,45.3581746,-75.934403,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,ANGIE'S CAFE,,,45.3395182,-75.9124758,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,BROOKSTREET B CAFE,,,45.3482179,-75.9182498,,
brookside-briarbrook-morgan-s-grant,Brookside - Briarbrook - Morgan's Grant,PAPA SAM'S MEGA BITE CAFE,,,45.349414,-75.9209186,,
